unit_name,holder,holder_type,manager,acres,duration,date_est,pub_access,gap_status,corridor_town
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,21,,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,99,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
LTEP Easement,Land Trust of the Eastern Panhandle,land_trust,NGO,62,,2011,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Potomac Conservancy Easement,Potomac Conservancy,land_trust,NGO,81,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Potomac Conservancy Easement,Potomac Conservancy,land_trust,NGO,91,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Potomac Conservancy Easement,Potomac Conservancy,land_trust,NGO,637,,2005,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Green Bank
Potomac Conservancy Easement,Potomac Conservancy,land_trust,NGO,110,,2006,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Durbin
Potomac Conservancy Easement,Potomac Conservancy,land_trust,NGO,260,,2006,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
WV Agricultural Land Protection Agency Easement,West Virginia Land Trust,land_trust,NGO,277,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WV Agricultural Land Protection Agency Easement,West Virginia Land Trust,land_trust,NGO,475,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WVLT Easement,West Virginia Land Trust,land_trust,NGO,29,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Cass
WVLT Easement,West Virginia Land Trust,land_trust,NGO,59,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Cass
WVLT Easement,West Virginia Land Trust,land_trust,NGO,60,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Albright
WVLT Easement,West Virginia Land Trust,land_trust,NGO,84,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WVLT Easement,West Virginia Land Trust,land_trust,NGO,107,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Thomas
WVLT Easement,West Virginia Land Trust,land_trust,NGO,111,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WVLT Easement,West Virginia Land Trust,land_trust,NGO,156,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Cass
WVLT Easement,West Virginia Land Trust,land_trust,NGO,290,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Thomas
WVLT Easement,West Virginia Land Trust,land_trust,NGO,486,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Cass
WVLT Easement,WVLT,land_trust,NGO,70,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
WVLT Easement,WVLT,land_trust,NGO,190,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WVLT Easement,WVLT,land_trust,NGO,375,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WVLT Easement,WVLT,land_trust,NGO,398,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Green Bank
WVLT Easement,WVLT,land_trust,NGO,99,,1997,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Albright
WVLT Easement,WVLT,land_trust,NGO,167,,1998,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WVLT Easement,WVLT,land_trust,NGO,56,,2001,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WVLT Easement,WVLT,land_trust,NGO,53,,2004,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WVLT Easement,WVLT,land_trust,NGO,26,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WVLT Easement,WVLT,land_trust,NGO,155,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WVLT Easement,WVLT,land_trust,NGO,199,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WVLT Easement,WVLT,land_trust,NGO,596,,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,1,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,1,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,2,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,10,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,15,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,18,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,22,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,27,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,35,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,36,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,41,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,41,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,44,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,48,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,48,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,50,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,54,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,60,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,69,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,70,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,75,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,76,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,104,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,112,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,128,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,134,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,139,,,Closed,4 - no known mandate for biodiversity protection,Cass
Conservation Easement,Unknown,other,PVT,140,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,160,,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Conservation Easement,Unknown,other,PVT,177,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,210,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,252,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Conservation Easement,Unknown,other,PVT,392,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Unnamed Easement,Unnamed,other,PVT,0,,,Closed,4 - no known mandate for biodiversity protection,Davis
Unnamed Easement,Unnamed,other,PVT,0,,,Closed,4 - no known mandate for biodiversity protection,Davis
Unnamed Easement,Unnamed,other,PVT,5,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Unnamed Easement,Unnamed,other,PVT,10,,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
WV Agricultural Land Protection Agency Easement,WV Agricultural Land Protection Agency,other,OTHS,49,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WV Agricultural Land Protection Agency Easement,WV Agricultural Land Protection Agency,other,OTHS,174,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
NRCS Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,144,,,Unknown,4 - no known mandate for biodiversity protection,Davis
NRCS Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,280,,,Unknown,4 - no known mandate for biodiversity protection,Davis
NRCS Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,320,,,Unknown,4 - no known mandate for biodiversity protection,Davis
App Trail Corridor Easement,US National Park Service,other,NPS,11,,1980,Unknown,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
App Trail Corridor Easement,US National Park Service,other,NPS,1,,1989,Unknown,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Altona / Piedmont Marsh Preserve,NGO,other,NGO,17,,1992,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Altona / Piedmont Marsh Preserve,NGO,other,NGO,55,,1992,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley/Dolly Sods,NGO,other,NGO,116,,2018,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley/Dolly Sods Megasite Easement,NGO,other,NGO,43,,2009,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Cheat/Spruce Mountain,NGO,other,NGO,169,,2018,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Gandy Ranch Preserve,NGO,other,NGO,560,,2013,Unknown,2 - managed for biodiversity - disturbance events suppressed,Durbin
General Davis Cave Preserve,NGO,other,NGO,0,,1981,Unknown,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
Hidden Valley Black Pond Preserve,NGO,other,NGO,37,,1984,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Hidden Valley Black Pond Preserve,NGO,other,NGO,52,,1984,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Little Creek,NGO,other,NGO,435,,1997,Unknown,2 - managed for biodiversity - disturbance events suppressed,Durbin
Morgan Woods Preserve,NGO,other,NGO,58,,1986,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Nathaniel Mountain,NGO,other,NGO,343,,2007,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Ours Trust Preserve,NGO,other,NGO,1914,,2022,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Panther Knob Preserve,NGO,other,NGO,475,,2000,Unknown,2 - managed for biodiversity - disturbance events suppressed,Durbin
Panther Knob Preserve,NGO,other,NGO,452,,2004,Unknown,2 - managed for biodiversity - disturbance events suppressed,Durbin
Panther Knob Preserve,NGO,other,NGO,232,,1984,Unknown,2 - managed for biodiversity - disturbance events suppressed,Durbin
Panther Knob Preserve,NGO,other,NGO,1069,,1997,Unknown,2 - managed for biodiversity - disturbance events suppressed,Durbin
Piddling Pit Preserve,NGO,other,NGO,294,,1988,Unknown,2 - managed for biodiversity - disturbance events suppressed,Cass
Pike Knob Preserve,NGO,other,NGO,431,,1995,Unknown,2 - managed for biodiversity - disturbance events suppressed,Durbin
Pike Knob Preserve,NGO,other,NGO,108,,1998,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Rader Valley,NGO,other,NGO,933,,2009,Unknown,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
Roaring Creek,NGO,other,NGO,143,,1996,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Smoke Hole,NGO,other,NGO,1126,,2004,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Smoke Hole / North Fork Bioreserve,NGO,other,NGO,328,,2007,Unknown,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Spruce Knob,NGO,other,NGO,104,,2005,Unknown,2 - managed for biodiversity - disturbance events suppressed,Durbin
